Unnamed: 0,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
815,Northern,Uttarakhand,Rishikesh,Laxman Jhula #491,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
816,Eastern,West Bengal,Darjeeling,Tiger Hill #492,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
817,Southern,Kerala,Alleppey,Alleppey Backwaters #493,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
818,Northern,Uttarakhand,Rishikesh,Laxman Jhula #494,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
819,Western,Rajasthan,Jodhpur,Mehrangarh Fort #495,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
820,Western,Rajasthan,Jodhpur,Mehrangarh Fort #496,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
821,Northern,Uttarakhand,Rishikesh,Laxman Jhula #497,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
822,Northern,Uttarakhand,Rishikesh,Laxman Jhula #498,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
823,Southern,Tamil Nadu,Chennai,Marina Beach #499,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
824,Western,Rajasthan,Jodhpur,Mehrangarh Fort #500,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
825,Eastern,West Bengal,Darjeeling,Tiger Hill #501,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
826,Southern,Tamil Nadu,Chennai,Marina Beach #502,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
827,Southern,Tamil Nadu,Chennai,Marina Beach #503,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
828,Southern,Tamil Nadu,Chennai,Marina Beach #504,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
829,Northern,Uttarakhand,Rishikesh,Laxman Jhula #505,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
830,Northern,Uttarakhand,Rishikesh,Laxman Jhula #506,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
831,Northern,Uttarakhand,Rishikesh,Laxman Jhula #507,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
832,Northern,Uttarakhand,Rishikesh,Laxman Jhula #508,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
833,Western,Rajasthan,Jodhpur,Mehrangarh Fort #509,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
834,Southern,Kerala,Alleppey,Alleppey Backwaters #510,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
835,Southern,Kerala,Alleppey,Alleppey Backwaters #511,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
836,Southern,Kerala,Alleppey,Alleppey Backwaters #512,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
837,Southern,Kerala,Alleppey,Alleppey Backwaters #513,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
838,Southern,Kerala,Alleppey,Alleppey Backwaters #514,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
839,Southern,Tamil Nadu,Chennai,Marina Beach #515,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
840,Eastern,West Bengal,Darjeeling,Tiger Hill #516,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
841,Eastern,West Bengal,Darjeeling,Tiger Hill #517,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
842,Eastern,West Bengal,Darjeeling,Tiger Hill #518,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
843,Southern,Kerala,Alleppey,Alleppey Backwaters #519,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
844,Northern,Uttarakhand,Rishikesh,Laxman Jhula #520,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
845,Southern,Tamil Nadu,Chennai,Marina Beach #521,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
846,Southern,Kerala,Alleppey,Alleppey Backwaters #522,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
847,Northern,Uttarakhand,Rishikesh,Laxman Jhula #523,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
848,Northern,Uttarakhand,Rishikesh,Laxman Jhula #524,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
849,Eastern,West Bengal,Darjeeling,Tiger Hill #525,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
850,Eastern,West Bengal,Darjeeling,Tiger Hill #526,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
851,Eastern,West Bengal,Darjeeling,Tiger Hill #527,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
852,Southern,Kerala,Alleppey,Alleppey Backwaters #528,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
853,Southern,Tamil Nadu,Chennai,Marina Beach #529,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
854,Eastern,West Bengal,Darjeeling,Tiger Hill #530,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
855,Southern,Kerala,Alleppey,Alleppey Backwaters #531,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
856,Western,Rajasthan,Jodhpur,Mehrangarh Fort #532,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
857,Southern,Kerala,Alleppey,Alleppey Backwaters #533,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
858,Southern,Kerala,Alleppey,Alleppey Backwaters #534,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
859,Eastern,West Bengal,Darjeeling,Tiger Hill #535,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
860,Northern,Uttarakhand,Rishikesh,Laxman Jhula #536,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
861,Northern,Uttarakhand,Rishikesh,Laxman Jhula #537,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
862,Southern,Tamil Nadu,Chennai,Marina Beach #538,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
863,Southern,Kerala,Alleppey,Alleppey Backwaters #539,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
864,Southern,Kerala,Alleppey,Alleppey Backwaters #540,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
865,Northern,Uttarakhand,Rishikesh,Laxman Jhula #541,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
866,Southern,Tamil Nadu,Chennai,Marina Beach #542,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
867,Western,Rajasthan,Jodhpur,Mehrangarh Fort #543,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
868,Southern,Tamil Nadu,Chennai,Marina Beach #544,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
869,Southern,Kerala,Alleppey,Alleppey Backwaters #545,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
870,Southern,Kerala,Alleppey,Alleppey Backwaters #546,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
871,Southern,Tamil Nadu,Chennai,Marina Beach #547,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
872,Southern,Tamil Nadu,Chennai,Marina Beach #548,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
873,Southern,Kerala,Alleppey,Alleppey Backwaters #549,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
874,Southern,Kerala,Alleppey,Alleppey Backwaters #550,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
875,Southern,Kerala,Alleppey,Alleppey Backwaters #551,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
876,Northern,Uttarakhand,Rishikesh,Laxman Jhula #552,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
877,Southern,Kerala,Alleppey,Alleppey Backwaters #553,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
878,Southern,Tamil Nadu,Chennai,Marina Beach #554,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
879,Southern,Tamil Nadu,Chennai,Marina Beach #555,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
880,Northern,Uttarakhand,Rishikesh,Laxman Jhula #556,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
881,Southern,Kerala,Alleppey,Alleppey Backwaters #557,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
882,Northern,Uttarakhand,Rishikesh,Laxman Jhula #558,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
883,Eastern,West Bengal,Darjeeling,Tiger Hill #559,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
884,Eastern,West Bengal,Darjeeling,Tiger Hill #560,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
885,Eastern,West Bengal,Darjeeling,Tiger Hill #561,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
886,Western,Rajasthan,Jodhpur,Mehrangarh Fort #562,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
887,Southern,Tamil Nadu,Chennai,Marina Beach #563,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
888,Western,Rajasthan,Jodhpur,Mehrangarh Fort #564,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
889,Eastern,West Bengal,Darjeeling,Tiger Hill #565,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
890,Southern,Tamil Nadu,Chennai,Marina Beach #566,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
891,Western,Rajasthan,Jodhpur,Mehrangarh Fort #567,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
892,Southern,Kerala,Alleppey,Alleppey Backwaters #568,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
893,Southern,Tamil Nadu,Chennai,Marina Beach #569,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
894,Southern,Kerala,Alleppey,Alleppey Backwaters #570,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
895,Eastern,West Bengal,Darjeeling,Tiger Hill #571,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
896,Western,Rajasthan,Jodhpur,Mehrangarh Fort #572,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
897,Southern,Kerala,Alleppey,Alleppey Backwaters #573,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
898,Southern,Kerala,Alleppey,Alleppey Backwaters #574,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
899,Eastern,West Bengal,Darjeeling,Tiger Hill #575,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
900,Southern,Tamil Nadu,Chennai,Marina Beach #576,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
901,Northern,Uttarakhand,Rishikesh,Laxman Jhula #577,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
902,Southern,Kerala,Alleppey,Alleppey Backwaters #578,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
903,Southern,Kerala,Alleppey,Alleppey Backwaters #579,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
904,Western,Rajasthan,Jodhpur,Mehrangarh Fort #580,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
905,Eastern,West Bengal,Darjeeling,Tiger Hill #581,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
906,Southern,Kerala,Alleppey,Alleppey Backwaters #582,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
907,Western,Rajasthan,Jodhpur,Mehrangarh Fort #583,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
908,Southern,Kerala,Alleppey,Alleppey Backwaters #584,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
909,Western,Rajasthan,Jodhpur,Mehrangarh Fort #585,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
910,Southern,Tamil Nadu,Chennai,Marina Beach #586,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
911,Eastern,West Bengal,Darjeeling,Tiger Hill #587,View Point,1850,1.5,4.5,10,Yes,,Scenic,Yes,0.75,Early Morning
912,Northern,Uttarakhand,Rishikesh,Laxman Jhula #588,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
913,Northern,Uttarakhand,Rishikesh,Laxman Jhula #589,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
914,Western,Rajasthan,Jodhpur,Mehrangarh Fort #590,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
915,Southern,Kerala,Alleppey,Alleppey Backwaters #591,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
916,Southern,Tamil Nadu,Chennai,Marina Beach #592,Beach,1800,2.5,4.4,0,Yes,,Natural,Yes,1.8,Evening
917,Southern,Kerala,Alleppey,Alleppey Backwaters #593,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
918,Western,Rajasthan,Jodhpur,Mehrangarh Fort #594,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
919,Northern,Uttarakhand,Rishikesh,Laxman Jhula #595,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
920,Northern,Uttarakhand,Rishikesh,Laxman Jhula #596,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
921,Western,Rajasthan,Jodhpur,Mehrangarh Fort #597,Fort,1459,3,4.7,100,Yes,,Historical,Yes,1.5,Winter
922,Northern,Uttarakhand,Rishikesh,Laxman Jhula #598,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
923,Northern,Uttarakhand,Rishikesh,Laxman Jhula #599,Bridge,1939,1,4.3,0,Yes,,Religious,Yes,1.2,Morning
924,Southern,Kerala,Alleppey,Alleppey Backwaters #600,Backwater,1900,4,4.6,200,Yes,,Scenic,Yes,1.1,Winter
